CPU Load (%),CPU Cores,Memory RAM Usage (%),Memory Swap Usage (%),Disk Usage (%),downgrade
43.95,3,31.31,58.0,50.48,1
40.84,4,21.76,98.01,57.27,1
73.42,3,87.9,99.33,57.49,1
50.15,8,82.44,63.75,65.91,1
16.47,2,91.6,88.38,87.51,1
30.27,3,70.44,99.11,80.86,1
87.43,8,84.69,83.09,50.93,1
16.17,4,99.75,6.31,62.98,1
98.63,3,59.08,76.6,2.23,1
2.68,1,19.57,20.87,71.23,0
3.31,1,7.68,39.54,21.85,0
17.89,6,71.38,85.49,82.5,1
83.34,7,39.84,27.84,60.49,1
27.85,4,48.75,54.39,1.57,1
14.85,1,66.86,7.77,90.85,1
68.47,4,10.69,72.01,57.12,1
45.96,1,48.2,77.75,41.77,1
50.87,7,66.7,77.96,18.93,1
89.17,1,96.9,99.95,97.01,1
45.09,3,93.86,3.88,67.7,1
3.13,6,26.69,18.07,34.05,0
75.38,2,17.7,34.51,80.86,1
17.97,4,66.29,80.02,88.21,1
54.42,4,20.2,69.55,36.68,1
37.42,3,39.16,10.07,27.78,0
28.82,6,33.3,18.97,56.65,0
16.84,6,64.89,18.63,48.03,1
26.68,3,16.06,75.66,21.13,1
38.04,3,68.83,49.76,69.01,1
7.59,8,85.14,63.31,97.58,1
43.37,8,22.69,38.0,98.15,1
3.86,1,36.06,3.9,2.69,0
10.36,1,76.03,9.39,58.14,1
90.51,2,34.91,57.58,10.55,1
29.56,6,14.53,1.81,77.26,0
41.29,4,61.64,84.24,55.17,1
38.47,7,3.11,29.27,53.92,0
4.81,6,19.5,48.71,5.19,0
89.36,6,5.74,51.55,24.59,1
59.83,3,67.26,89.67,24.71,1
70.52,2,59.88,90.03,6.9,1
43.46,2,52.82,65.36,0.47,1
19.25,4,6.66,81.02,31.33,1
19.73,6,91.94,75.26,1.09,1
88.0,5,98.51,59.72,63.65,1
73.49,1,88.65,91.94,52.56,1
53.95,5,41.79,91.1,36.01,1
94.05,2,51.83,83.17,10.72,1
9.57,6,67.45,54.76,58.94,1
85.65,1,30.6,62.47,81.65,1
0.31,5,77.58,27.53,36.0,1
69.69,7,32.39,60.69,63.54,1
30.78,5,9.88,39.75,54.62,0
31.31,5,96.22,71.0,69.05,1
59.93,4,11.67,97.31,22.32,1
38.33,5,68.87,35.67,10.09,1
84.05,5,58.4,90.34,34.05,1
90.62,6,63.93,18.24,1.46,1
80.45,5,42.58,35.92,81.58,1
98.7,2,2.99,35.89,25.28,1
15.56,2,48.25,32.26,62.39,1
66.79,6,77.09,86.8,78.88,1
26.57,4,65.15,71.29,10.5,1
62.09,5,92.09,37.6,96.31,1
46.68,2,5.32,92.79,83.68,1
33.79,4,0.32,50.08,77.5,1
99.63,6,40.23,64.15,9.6,1
74.52,7,92.77,44.67,78.64,1
82.39,3,17.44,75.56,89.4,1
51.55,2,93.22,71.35,6.19,1
26.09,4,49.22,53.5,77.5,1
14.32,6,95.09,48.01,85.97,1
16.67,3,59.87,6.71,30.5,0
47.47,7,13.59,87.25,34.67,1
14.28,6,42.84,59.41,92.35,1
56.92,3,77.46,33.6,29.09,1
69.92,5,47.03,74.63,38.25,1
23.08,1,35.35,76.5,13.28,1
89.08,8,10.66,63.49,33.58,1
49.93,2,81.26,94.27,72.39,1
37.48,1,66.84,26.82,6.94,1
55.73,7,20.65,96.43,9.62,1
45.85,8,0.35,61.72,70.83,1
11.35,1,0.9,94.16,67.91,1
90.51,1,49.86,15.44,30.85,1
64.24,6,30.84,47.39,83.38,1
60.98,1,6.99,66.54,46.94,1
73.52,5,2.36,44.32,90.48,1
8.92,3,37.45,14.72,22.59,0
55.79,5,30.03,38.46,40.79,0
75.99,6,94.53,73.01,26.62,1
52.82,3,96.76,47.03,75.91,1
96.0,4,43.83,73.55,72.48,1
95.71,7,61.57,7.79,8.02,1
59.65,1,74.15,41.65,8.5,1
53.4,3,84.53,97.78,84.27,1
82.87,5,88.82,73.05,76.09,1
51.33,8,22.13,93.13,23.94,1
40.7,4,0.66,99.09,43.85,1
63.87,6,59.49,65.39,13.56,1
86.87,5,73.24,51.63,53.24,1
33.84,7,64.24,5.39,8.92,0
15.2,2,97.22,3.71,82.87,1
34.4,1,45.34,25.29,43.76,1
82.26,7,21.17,13.12,31.72,1
56.29,4,33.04,61.82,31.65,1
83.16,5,23.35,85.88,16.55,1
41.71,7,52.28,19.77,93.81,1
80.92,8,13.88,33.68,45.86,1
90.92,6,53.57,64.97,1.16,1
83.26,3,37.85,78.66,72.17,1
89.26,3,72.27,83.49,64.04,1
9.18,5,82.92,56.06,40.66,1
87.85,2,59.14,29.34,95.13,1
29.79,2,6.89,37.52,1.54,0
62.2,7,67.55,9.84,35.74,1
83.48,3,67.52,10.47,4.74,1
75.06,2,63.18,37.04,67.4,1
77.38,7,47.74,4.55,30.17,1
17.93,8,72.51,69.46,80.34,1
61.73,7,46.91,48.68,14.35,1
24.16,6,46.1,22.65,44.42,0
29.94,7,86.39,89.94,7.74,1
89.12,8,29.49,61.85,48.74,1
59.55,7,99.54,42.93,35.49,1
92.23,3,82.6,42.0,23.55,1
48.72,3,2.12,42.25,26.37,0
99.9,8,98.11,15.92,89.37,1
46.89,4,0.98,71.11,71.58,1
96.29,8,24.37,26.99,39.05,1
65.03,3,5.88,16.01,84.66,1
17.76,2,8.63,73.07,16.64,1
52.43,4,98.55,37.66,30.26,1
29.05,4,96.73,92.35,25.1,1
7.85,7,52.87,37.26,91.58,1
20.61,6,31.85,29.99,91.88,1
28.12,6,33.99,52.46,28.84,1
75.81,1,15.26,70.04,18.78,1
39.27,7,62.64,87.06,54.78,1
45.97,7,54.49,42.68,78.16,1
10.42,5,18.28,92.99,19.47,1
90.31,4,83.09,25.78,71.49,1
50.82,3,84.17,38.16,71.92,1
69.68,3,69.14,21.87,76.78,1
33.54,2,90.19,76.06,7.33,1
64.12,2,33.56,93.26,53.02,1
84.94,2,57.07,93.22,44.1,1
27.44,2,76.62,19.71,44.33,1
26.74,5,46.6,0.61,10.39,0
45.76,2,27.84,80.03,79.75,1
11.71,2,64.79,57.4,85.57,1
61.36,7,2.48,78.16,62.34,1
67.26,2,34.33,43.47,35.73,1
95.85,7,7.58,90.47,99.21,1
4.89,1,25.19,99.47,51.04,1
5.03,5,79.67,51.73,13.04,1
53.42,3,74.04,88.11,91.18,1
24.34,1,28.24,17.47,3.9,0
8.19,5,35.35,87.17,15.79,1
68.19,8,4.15,37.86,77.5,0
62.68,6,43.43,94.96,72.7,1
55.79,6,24.46,76.1,93.39,1
28.93,2,25.85,97.27,79.65,1
2.42,5,85.24,32.3,88.39,1
73.61,7,37.42,67.28,87.14,1
53.02,6,50.01,12.92,31.11,0
80.55,7,96.34,24.4,46.35,1
31.64,3,9.6,93.32,43.25,1
90.53,8,64.89,19.67,96.31,1
56.57,6,71.12,1.51,41.47,1
65.62,4,43.34,37.41,70.92,1
36.05,8,58.52,71.99,54.6,1
22.01,3,80.63,68.18,58.86,1
87.0,6,79.96,16.38,65.4,1
10.74,1,0.86,73.66,85.01,1
97.18,8,57.59,22.86,34.25,1
99.36,5,3.08,91.37,31.64,1
25.98,6,53.29,72.9,34.6,1
78.26,1,13.65,82.86,31.61,1
79.23,3,44.67,49.84,92.89,1
74.21,8,29.96,72.57,11.22,1
83.8,5,0.35,48.88,82.89,1
96.35,4,1.87,68.7,57.21,1
72.01,3,51.59,5.47,48.67,1
9.25,6,86.58,76.47,61.99,1
32.61,4,9.34,73.86,16.08,1
62.26,7,8.43,59.99,70.06,1
61.07,8,49.49,6.51,61.68,0
76.54,3,80.22,59.52,27.96,1
16.97,7,49.0,58.42,53.58,1
25.38,7,85.86,18.97,59.84,1
63.39,6,3.91,32.27,76.94,0
38.85,1,86.84,29.4,96.69,1
41.32,5,46.46,25.75,50.14,1
1.04,3,36.61,93.6,95.03,1
73.52,4,88.07,94.99,85.17,1
25.96,3,67.21,73.98,73.94,1
83.94,3,99.88,17.77,30.31,1
45.52,2,73.68,4.43,6.83,1
18.18,7,73.12,17.08,58.61,1
52.17,4,11.99,60.81,73.67,1
52.23,8,42.08,26.72,0.63,0
46.94,5,30.48,60.72,38.03,1
81.32,7,32.64,66.09,23.42,1
2.78,3,82.92,30.31,65.56,1
12.69,5,73.03,21.46,57.51,1
51.21,3,37.43,9.9,23.52,0
90.92,5,8.44,87.28,74.43,1
98.99,2,60.93,40.31,61.99,1
89.63,4,90.43,14.47,40.93,1
89.5,6,52.26,29.89,98.12,1
28.34,4,95.75,48.26,10.03,1
87.9,3,35.45,22.96,68.56,1
79.88,1,72.55,46.2,84.27,1
13.12,4,65.83,65.45,27.43,1
26.24,2,1.88,2.68,83.45,1
59.12,2,39.98,88.63,81.22,1
82.79,8,45.92,75.42,27.28,1
33.86,2,3.5,46.73,27.03,0
82.24,1,79.44,10.79,85.22,1
4.56,1,27.9,74.63,86.04,1
10.35,8,3.7,96.24,53.7,1
85.95,2,46.01,33.37,14.29,1
35.26,2,55.21,93.98,86.14,1
33.59,5,33.11,77.13,10.56,1
78.59,8,52.74,83.02,2.65,1
14.03,1,91.77,5.13,94.8,1
23.38,2,55.87,67.51,43.42,1
79.29,2,62.36,21.96,87.98,1
86.38,6,67.98,39.24,24.34,1
68.3,2,25.1,38.24,21.44,0
77.38,6,21.08,47.52,78.28,1
33.6,7,60.86,58.27,35.32,1
65.93,6,82.0,78.35,46.92,1
42.36,7,16.23,41.07,59.82,0
1.48,5,48.44,50.22,69.76,1
38.82,2,48.4,40.45,58.28,1
23.41,4,65.18,69.64,78.35,1
11.68,6,98.94,81.3,53.5,1
83.78,6,36.61,9.49,25.56,1
96.81,6,69.41,6.48,3.57,1
40.05,8,37.19,40.79,7.42,1
23.06,7,66.96,26.99,32.25,1
56.87,7,94.63,1.24,8.31,1
33.71,5,40.25,98.95,18.05,1
18.29,3,3.85,8.83,10.48,0
28.56,1,71.68,56.59,51.46,1
47.79,8,71.78,87.84,65.54,1
16.0,2,75.51,32.68,53.94,1
36.53,1,12.75,11.42,82.03,1
44.64,7,3.0,35.33,50.83,0
96.11,4,79.77,56.66,65.66,1
21.7,5,21.16,11.64,82.93,1
21.86,5,22.95,52.42,42.89,1
74.95,3,8.28,83.67,27.79,1
68.7,1,91.48,14.44,56.55,1
49.03,3,38.2,61.48,8.79,1
12.85,2,47.36,36.67,97.3,1
88.39,1,73.64,28.89,93.5,1
98.13,5,1.02,26.0,16.09,1
56.98,2,52.54,86.16,91.71,1
99.54,1,85.67,5.87,87.07,1
91.5,2,96.31,85.15,90.28,1
59.07,1,87.98,98.43,29.46,1
99.53,6,13.22,8.82,93.56,1
36.42,2,15.74,77.93,84.81,1
19.94,8,18.75,7.61,46.3,0
36.9,8,98.67,28.5,35.67,1
63.53,4,13.43,48.23,90.81,1
66.25,5,30.88,24.72,10.55,0
64.1,2,95.68,49.92,22.55,1
26.81,7,49.62,69.62,73.4,1
60.64,1,43.58,58.9,64.8,1
35.8,1,46.62,39.68,38.31,1
67.62,1,85.64,57.47,75.97,1
55.08,7,69.31,89.27,18.59,1
89.59,8,31.98,55.52,0.63,1
29.36,2,6.2,53.3,25.17,1
33.01,3,27.42,29.06,29.03,0
4.71,1,93.74,44.78,24.41,1
9.51,7,90.24,59.56,17.9,1
48.78,4,50.48,86.27,71.39,1
66.41,8,89.87,73.59,0.36,1
95.72,6,4.6,63.19,96.45,1
53.86,3,51.07,0.72,80.75,1
30.04,5,81.93,61.93,48.02,1
98.83,1,66.4,59.34,55.62,1
89.63,4,75.99,87.23,42.2,1
86.35,5,63.43,1.24,1.19,1
74.37,2,3.82,17.67,44.21,1
98.65,4,64.01,16.51,41.97,1
69.32,7,89.77,48.11,48.84,1
97.38,5,89.65,3.11,10.18,1
25.67,2,53.06,52.65,29.44,1
41.34,2,86.63,71.14,1.13,1
1.49,5,79.25,76.26,22.29,1
85.48,4,39.69,32.15,88.74,1
68.14,8,31.66,45.33,82.72,1
94.39,1,78.75,46.71,89.11,1
9.42,2,87.98,54.58,30.21,1
15.7,3,37.29,3.04,92.72,1
75.21,4,83.25,15.7,39.36,1
49.73,1,22.92,10.83,19.82,0
25.97,5,99.29,12.67,55.26,1
66.29,4,7.65,23.43,32.94,0
65.61,5,15.4,48.84,39.07,0
95.76,7,31.98,42.95,21.72,1
63.08,2,71.82,49.74,41.41,1
7.08,1,53.85,74.58,19.15,1
64.53,6,48.72,83.42,65.94,1
28.01,1,90.76,22.88,93.56,1
64.98,5,19.78,45.79,1.64,0
20.52,6,76.01,11.73,72.58,1
78.37,3,85.98,56.95,53.25,1
3.33,4,80.04,9.92,73.47,1
38.85,4,8.21,38.27,83.31,1
1.97,3,58.89,5.68,29.61,0
62.74,6,6.12,80.81,89.65,1
91.45,4,73.0,19.77,6.58,1
46.14,5,71.29,80.17,35.27,1
56.22,3,32.13,28.1,7.67,0
56.49,4,17.07,8.11,28.98,0
21.6,7,81.3,88.11,53.05,1
68.23,5,37.64,93.36,94.89,1
25.39,2,98.3,58.84,55.48,1
8.64,4,39.38,56.19,33.4,1
64.99,5,99.66,41.93,78.51,1
46.31,8,67.32,39.86,7.11,1
61.68,7,79.67,38.96,32.08,1
77.02,3,72.48,15.72,3.59,1
28.9,6,73.01,89.75,99.32,1
29.86,4,93.84,69.78,71.49,1
74.05,5,36.88,61.61,99.61,1
54.01,4,98.54,87.47,78.46,1
32.93,8,91.85,93.06,80.51,1
78.75,2,48.07,65.23,29.25,1
13.3,7,34.59,72.55,23.76,1
56.87,6,89.12,74.04,83.72,1
30.53,1,4.04,43.31,16.05,0
9.19,5,57.73,35.76,50.6,1
93.16,2,12.52,59.64,66.45,1
29.76,6,34.82,16.89,72.51,0
17.31,5,82.86,81.66,36.91,1
56.67,4,2.21,58.67,96.03,1
86.09,2,88.7,56.2,54.49,1
9.27,3,7.75,45.43,34.27,0
69.25,6,5.15,68.46,30.6,1
91.62,3,84.48,61.66,62.61,1
33.84,8,97.08,90.86,65.0,1
45.4,2,33.8,0.71,53.91,0
61.94,5,79.61,89.71,75.0,1
8.47,1,37.7,7.04,7.44,0
67.1,7,50.32,14.65,13.72,0
96.67,4,62.31,20.46,23.37,1
25.4,3,30.92,8.09,86.99,1
59.56,2,0.16,54.19,8.85,1
85.04,2,7.64,2.48,22.93,1
71.75,7,99.66,82.71,91.39,1
79.82,8,29.03,69.59,17.96,1
12.58,4,70.09,74.47,63.67,1
1.69,1,59.05,28.64,14.48,1
67.28,4,53.24,53.97,53.04,1
10.33,2,31.89,22.88,84.27,1
13.7,1,38.16,50.8,49.12,1
13.29,2,9.64,81.9,19.24,1
14.27,7,86.83,72.3,56.56,1
3.73,4,93.44,45.08,58.72,1
88.3,1,17.25,64.34,14.91,1
25.19,3,39.26,70.87,74.17,1
74.91,2,62.66,94.03,63.75,1
19.92,6,42.33,7.92,17.04,0
45.81,7,61.39,0.47,56.58,0
32.88,4,21.95,47.87,51.29,0
50.75,6,64.43,94.62,24.32,1
70.02,5,82.74,16.78,68.06,1
71.6,1,26.03,71.81,1.5,1
91.0,1,54.92,45.0,81.41,1
15.65,2,52.99,20.83,28.18,1
33.86,4,0.5,16.9,75.87,0
56.25,5,70.82,36.15,74.81,1
75.01,1,69.35,75.27,40.76,1
35.93,6,40.49,9.47,12.08,0
94.66,7,66.01,46.81,40.13,1
38.84,1,0.47,79.01,45.08,1
50.7,5,90.27,57.76,25.77,1
45.79,7,51.0,75.58,73.82,1
45.86,1,4.43,52.85,10.46,1
54.62,8,81.1,48.48,90.92,1
41.83,3,41.13,74.67,91.63,1
92.35,5,26.58,63.17,42.67,1
39.43,4,96.4,79.91,15.53,1
86.92,2,41.6,8.32,42.26,1
97.51,8,27.7,87.03,27.31,1
73.82,2,28.01,17.13,47.96,1
89.53,8,95.79,75.54,59.86,1
11.5,4,8.56,20.65,19.77,0
37.34,8,85.94,50.86,5.34,1
23.38,8,14.65,73.43,45.79,1
97.29,6,9.02,89.99,13.84,1
87.56,6,80.93,0.88,41.59,1
69.03,2,64.89,60.09,7.69,1
1.78,6,1.29,3.37,34.63,0
45.81,1,74.81,59.54,85.26,1
37.71,3,38.62,48.1,22.9,1
21.05,4,30.46,3.68,66.46,0
68.74,2,82.15,9.9,55.5,1
83.91,6,19.34,96.5,98.82,1
6.62,1,23.98,2.1,43.2,0
66.61,1,65.67,51.12,63.09,1
94.99,5,14.73,14.63,10.33,1
75.5,8,87.17,33.69,39.83,1
41.82,6,30.94,35.0,32.22,0
20.79,4,78.8,26.97,95.61,1
84.82,6,93.24,26.94,70.51,1
55.28,3,96.0,59.55,11.01,1
33.53,8,63.02,50.96,57.76,1
19.87,6,13.56,83.82,26.99,1
93.49,5,1.93,5.67,90.09,1
49.72,2,85.77,25.69,88.52,1
43.03,7,17.27,35.7,92.02,1
49.34,4,11.34,77.7,26.72,1
63.65,3,2.16,27.15,1.17,0
98.9,2,96.39,69.95,34.86,1
93.9,5,96.17,31.82,17.9,1
97.05,7,18.73,32.07,79.7,1
25.75,5,88.81,40.72,9.81,1
75.63,6,10.21,28.2,77.31,1
70.05,2,74.93,80.74,97.46,1
38.94,6,87.9,20.78,35.02,1
91.17,2,57.85,40.92,74.66,1
76.65,8,8.15,15.72,33.53,1
32.53,1,33.96,2.99,71.98,0
94.6,5,38.61,38.79,49.22,1
20.07,2,59.09,48.77,79.64,1
55.74,8,36.08,13.92,90.67,1
82.75,3,16.01,98.38,99.43,1
40.35,8,9.41,7.5,9.92,0
28.51,2,96.96,49.01,23.49,1
15.54,4,60.08,1.85,67.59,0
12.53,1,78.6,81.45,93.8,1
58.87,8,66.24,50.69,66.54,1
14.95,5,90.68,50.08,53.37,1
29.19,6,75.8,62.86,75.0,1
94.27,7,47.91,3.27,75.73,1
87.61,6,76.7,93.7,20.18,1
19.19,1,5.51,75.26,44.79,1
89.28,5,83.51,26.96,97.06,1
83.45,4,76.83,65.12,59.0,1
48.18,6,18.05,29.61,31.07,0
45.05,8,17.72,37.65,48.96,0
31.5,8,65.2,20.74,35.1,1
90.11,8,26.39,78.09,79.85,1
69.96,8,69.4,16.88,12.89,1
5.49,6,97.16,30.13,16.0,1
84.2,3,26.85,26.3,62.99,1
41.9,1,89.06,7.22,48.89,1
43.11,1,92.75,83.5,46.3,1
21.64,3,91.26,16.42,21.62,1
79.91,8,24.79,53.9,28.95,1
41.2,6,94.25,56.9,27.09,1
47.44,6,12.04,0.74,43.22,0
66.02,8,88.43,11.98,48.57,1
92.24,5,9.66,24.27,14.67,1
65.45,6,68.4,88.09,26.78,1
69.35,8,54.25,39.26,83.73,1
97.9,8,10.49,25.22,62.01,1
54.36,3,92.92,95.73,63.93,1
76.81,8,41.66,68.01,1.15,1
33.09,4,82.46,23.35,5.51,1
93.17,3,68.68,65.09,94.91,1
72.44,2,19.29,63.54,40.46,1
71.59,5,85.05,53.2,0.47,1
46.4,8,40.13,8.77,65.26,0
14.33,5,73.35,3.89,19.45,1
91.15,5,21.82,94.52,51.92,1
44.01,2,94.06,10.51,33.25,1
57.8,4,28.74,45.09,78.53,1
4.57,8,60.64,17.82,34.3,1
30.86,2,16.87,27.84,97.49,1
94.04,3,61.11,82.22,86.27,1
51.7,3,92.13,27.51,33.89,1
0.85,2,8.96,72.26,44.93,1
74.53,2,58.86,22.18,68.8,1
61.0,6,93.22,20.54,89.05,1
63.53,7,82.45,53.46,18.35,1
25.13,8,47.86,60.69,61.77,1
86.06,6,23.51,23.65,14.89,1
72.36,1,77.97,64.61,46.93,1
11.71,5,22.97,86.1,24.38,1
23.43,5,36.64,41.88,18.33,1
51.99,3,17.78,86.09,29.97,1
76.47,8,76.58,34.53,74.3,1
1.48,3,41.51,11.23,20.15,0
2.67,2,99.54,79.54,41.69,1
20.45,7,37.81,15.76,86.28,1
59.49,2,95.2,76.72,3.72,1
30.53,6,7.86,71.59,88.95,1
84.05,5,90.69,95.5,15.63,1
84.65,3,22.51,92.94,37.59,1
79.87,3,31.37,12.83,23.15,1
63.1,2,65.86,52.95,53.31,1
82.13,1,3.67,37.87,65.54,1
15.19,2,31.46,43.76,55.92,1
45.28,2,77.86,22.77,86.87,1
3.76,7,40.64,25.1,65.47,0
26.23,6,11.06,89.46,92.51,1
15.98,2,93.59,10.18,42.59,1
58.99,7,98.25,53.37,58.48,1
88.89,7,53.07,18.66,38.43,1
26.75,3,91.62,86.65,25.31,1
2.84,1,89.29,40.86,82.94,1
5.1,5,28.16,20.07,66.28,0
93.17,8,36.26,31.3,73.86,1
29.32,7,37.85,78.35,87.17,1
30.61,5,33.31,47.19,57.73,1
94.24,6,84.3,19.91,80.24,1
88.25,5,50.34,94.32,52.08,1
10.65,6,17.1,11.88,9.33,0
54.81,6,59.3,14.0,13.75,1
76.45,2,44.36,3.22,33.83,1
49.12,4,39.18,36.42,53.32,1
91.64,4,32.12,14.67,19.72,1
86.52,8,37.52,17.84,59.6,1
17.33,8,57.57,53.92,15.63,1
23.55,1,31.98,78.9,84.52,1
15.96,2,29.67,34.11,3.49,0
26.32,1,10.83,77.23,15.49,1
29.32,2,2.99,61.44,8.81,1
43.69,3,80.46,98.76,41.47,1
93.26,2,7.23,20.82,63.32,1
57.4,2,78.84,87.53,1.68,1
30.16,6,2.19,16.51,9.36,0
81.2,1,20.57,40.59,10.64,1
81.74,1,1.64,45.33,94.46,1
37.11,2,78.84,0.09,1.84,1
54.39,4,7.8,70.28,99.27,1
33.03,2,47.08,6.55,1.91,0
12.19,5,46.34,14.0,98.64,1
40.11,4,37.71,53.88,25.01,1
83.9,8,40.33,88.54,81.47,1
32.35,6,99.86,41.38,2.91,1
73.74,3,92.46,0.64,16.74,1
23.36,4,65.1,41.59,19.73,1
18.34,1,43.19,57.24,24.13,1
71.1,7,49.49,76.88,17.07,1
77.22,5,68.18,28.3,90.88,1
25.64,8,21.68,95.58,96.16,1
53.12,6,21.8,46.73,62.12,0
22.94,5,81.98,8.27,19.36,1
78.3,6,81.42,53.23,25.77,1
51.68,3,16.55,85.59,10.11,1
25.39,5,97.49,0.89,60.77,1
82.42,1,44.02,62.78,94.31,1
4.54,3,68.29,2.75,83.16,1
99.39,5,10.15,27.92,40.36,1
20.15,6,76.5,37.3,80.68,1
30.67,5,37.64,6.35,66.89,0
10.81,1,87.07,93.64,10.1,1
52.96,7,3.18,80.84,90.84,1
88.91,5,64.2,10.01,77.61,1
31.4,5,81.52,47.96,72.38,1
45.46,3,9.3,2.26,96.03,1
45.6,2,9.23,42.78,12.45,0
98.94,5,45.54,43.1,44.61,1
64.8,6,0.16,17.84,36.57,0
59.39,5,87.95,79.21,39.95,1
90.01,5,95.74,18.21,60.71,1
24.44,2,85.14,95.37,69.78,1
80.15,5,11.62,86.13,8.92,1
74.72,1,57.49,4.77,66.87,1
76.01,5,42.88,57.42,79.49,1
18.45,1,9.99,89.86,35.91,1
7.19,8,2.91,7.07,33.73,0
60.25,5,73.87,88.5,58.53,1
29.63,7,3.69,53.99,82.35,1
15.26,4,77.88,4.02,4.41,1
53.57,1,3.7,88.74,66.89,1
69.95,1,64.63,73.69,71.82,1
69.63,1,5.45,97.01,14.81,1
24.69,1,58.76,59.21,92.69,1
90.61,8,83.44,33.37,16.91,1
62.49,6,27.36,11.05,62.85,0
91.07,8,87.49,66.7,80.62,1
61.58,2,91.75,68.02,89.1,1
56.49,6,70.16,39.71,48.76,1
24.14,8,12.08,9.59,3.99,0
16.78,1,39.07,62.84,92.3,1
71.35,2,53.74,84.15,68.41,1
60.64,6,16.87,17.16,43.23,0
19.76,1,82.0,33.02,23.3,1
84.94,3,68.22,22.48,6.3,1
63.31,2,22.01,81.99,74.66,1
62.5,8,28.55,39.9,23.94,0
59.26,7,15.71,85.01,51.92,1
65.58,4,92.85,57.81,81.89,1
84.15,6,47.34,94.69,83.41,1
37.79,6,84.02,63.18,77.94,1
35.01,5,96.1,93.57,28.22,1
80.87,6,46.55,43.75,77.61,1
56.27,3,88.18,16.89,84.6,1
19.33,7,83.04,72.25,35.13,1
97.67,2,58.07,82.93,83.12,1
56.55,2,32.88,87.34,19.57,1
21.21,4,28.41,52.95,23.68,1
27.11,8,42.43,39.67,5.96,1
1.5,8,8.87,23.68,50.87,0
7.1,2,50.36,54.92,28.7,1
5.56,7,96.02,97.35,46.33,1
16.86,4,84.32,81.61,39.17,1
60.71,4,61.95,42.04,68.6,1
63.35,1,61.21,62.18,42.44,1
83.74,5,90.5,49.05,95.51,1
47.46,4,74.85,95.73,82.24,1
75.1,1,6.89,67.51,24.09,1
96.58,7,87.98,73.9,16.13,1
63.45,1,91.28,83.46,40.66,1
27.17,7,45.59,34.45,47.65,1
45.59,3,62.3,38.2,20.01,1
54.61,8,23.12,31.28,39.78,0
73.59,3,3.55,52.35,62.97,1
7.14,2,89.86,40.22,88.96,1
25.33,8,46.14,96.16,6.47,1
69.9,2,87.41,39.48,3.01,1
62.53,8,61.87,52.88,40.98,1
23.01,8,80.31,43.23,77.62,1
63.31,2,7.09,73.24,77.36,1
75.41,6,75.0,77.75,48.16,1
99.4,5,83.17,67.49,71.49,1
61.11,5,57.47,89.96,69.04,1
9.35,4,33.1,4.26,25.86,0
43.22,1,72.31,34.93,22.41,1
53.37,2,41.31,78.24,95.11,1
83.6,6,76.29,85.99,94.12,1
28.07,8,58.69,98.9,60.62,1
77.07,2,18.55,18.38,28.41,1
49.72,3,35.75,16.82,87.18,1
13.25,1,3.36,94.14,61.41,1
21.87,2,81.65,20.59,72.05,1
88.5,4,54.78,7.79,74.14,1
5.81,2,20.94,94.3,52.04,1
85.69,2,61.68,20.68,80.48,1
67.27,6,55.29,33.18,52.7,1
31.05,7,28.03,78.03,42.08,1
48.02,3,98.16,19.05,72.95,1
62.56,5,40.45,0.72,20.81,0
69.69,8,35.28,57.93,11.07,1
34.69,4,5.83,99.59,2.74,1
27.61,6,0.64,70.38,38.34,1
61.52,2,0.3,83.84,58.77,1
56.75,6,91.85,17.47,19.56,1
6.45,2,49.74,21.87,33.98,1
75.48,5,37.28,63.35,50.9,1
23.05,1,58.15,98.52,14.73,1
1.0,3,84.0,30.52,29.89,1
63.86,2,73.43,13.14,60.78,1
76.83,4,19.4,92.05,32.36,1
76.77,5,25.67,12.73,40.03,1
95.25,3,25.75,9.71,60.86,1
97.62,6,71.31,3.86,94.66,1
66.57,3,51.27,3.99,37.93,0
67.33,6,84.18,3.2,1.74,1
6.29,5,39.13,0.12,14.59,0
82.76,4,37.59,50.76,34.61,1
83.53,6,14.27,79.58,30.44,1
69.18,3,20.23,33.67,91.43,1
4.95,2,8.24,15.13,16.61,0
11.71,2,4.06,98.81,60.31,1
80.61,2,73.59,10.38,54.52,1
98.5,1,97.05,55.74,80.71,1
9.47,2,56.79,68.58,56.2,1
65.0,3,70.74,79.67,99.39,1
50.39,3,57.44,89.43,16.16,1
76.64,1,30.89,22.17,27.21,1
52.16,7,88.69,28.08,2.7,1
26.31,8,82.58,78.96,55.63,1
67.57,6,45.47,17.75,99.58,1
68.23,6,52.13,37.92,92.64,1
60.67,3,47.0,26.33,17.88,1
48.45,5,39.99,61.21,89.28,1
54.85,5,7.98,57.32,97.22,1
65.02,4,3.93,96.68,53.71,1
92.79,8,71.97,55.98,94.73,1
64.84,5,30.6,70.01,89.05,1
11.78,4,4.29,59.18,95.48,1
29.36,2,99.76,44.21,76.78,1
15.4,5,60.22,46.28,85.87,1
33.95,1,89.73,66.62,12.71,1
75.19,5,62.8,42.74,34.83,1
29.46,1,36.41,62.13,14.72,1
49.31,6,70.29,23.92,73.27,1
39.44,5,72.39,29.83,7.41,1
55.26,4,16.7,68.82,57.28,1
95.86,3,53.62,70.82,17.88,1
27.13,3,1.27,36.04,85.57,1
49.53,8,5.1,50.14,27.8,1
49.84,3,86.59,89.83,74.59,1
87.61,5,90.58,85.13,16.8,1
